Date,Region,Service_Type,Network_Traffic,Latency (ms),Packet_Loss (%)
30-04-2023,South,Ethernet,138.2272205,91.5083397,0.087762789
01-05-2023,South,Ethernet,148.222308,109.5194477,0.090241139
02-05-2023,South,Ethernet,135.8058821,89.60611593,0.030646383
03-05-2023,South,Ethernet,160.9498643,118.1685727,0.038760868
04-05-2023,South,Ethernet,152.4761098,94.85110303,0.051365174
05-05-2023,South,Ethernet,131.4398991,113.3397823,0.01492162
06-05-2023,South,Ethernet,118.8661791,129.0856872,0.001522861
07-05-2023,South,Ethernet,138.5397753,113.9310423,0.012941845
08-05-2023,South,Ethernet,131.2555894,91.94786385,0.088279399
09-05-2023,South,Ethernet,145.2913167,108.7379514,0.02106799
10-05-2023,South,Ethernet,157.0734394,97.09984759,0.000824043
11-05-2023,South,Ethernet,142.3875027,85.57383788,0.006281959
12-05-2023,South,Ethernet,127.0185119,61.89944969,0.001774068
13-05-2023,South,Ethernet,137.3472435,103.7860491,0.01433866
14-05-2023,South,Ethernet,119.4357656,142.7147466,0.049076354
15-05-2023,South,Ethernet,134.5055998,130.2477331,0.095935685
16-05-2023,South,Ethernet,148.0607995,129.0836431,0.057131008
17-05-2023,South,Ethernet,168.9825382,67.22909395,0.058977562
18-05-2023,South,Ethernet,155.9502885,68.17982393,0.044182087
19-05-2023,South,Ethernet,137.0329772,86.12150912,0.052306438
20-05-2023,South,Ethernet,124.5338111,82.42955769,0.053798358
21-05-2023,South,Ethernet,112.5449617,83.8481407,0.047938344
22-05-2023,South,Ethernet,148.7266095,92.37575777,0.052034404
23-05-2023,South,Ethernet,154.3079517,116.1874515,0.076750387
24-05-2023,South,Ethernet,144.1763266,105.5966267,0.082899683
25-05-2023,South,Ethernet,155.1171677,110.5403595,0.007821996
26-05-2023,South,Ethernet,120.5121347,52.67123713,0.009242838
27-05-2023,South,Ethernet,107.7758104,110.2609224,0.067485936
28-05-2023,South,Ethernet,121.7242977,101.8322358,0.041710226
29-05-2023,South,Ethernet,143.0541627,112.5255714,0.029436186
30-05-2023,South,Ethernet,152.6907987,85.12717453,0.034060691
31-05-2023,South,Ethernet,147.3523469,106.5544066,0.060125467
01-06-2023,South,Ethernet,154.3695373,84.47998593,0.070255348
02-06-2023,South,Ethernet,120.3363155,49.86392031,0.075346556
03-06-2023,South,Ethernet,115.5677805,109.5191114,0.011155998
04-06-2023,South,Ethernet,118.7232017,81.9796109,0.027304249
05-06-2023,South,Ethernet,124.52549,100.2912596,0.026423079
06-06-2023,South,Ethernet,167.5080371,117.9752452,0.033717128
07-06-2023,South,Ethernet,159.9161099,106.7063844,0.078952135
08-06-2023,South,Ethernet,160.0341444,119.2133552,0.028923485
09-06-2023,South,Ethernet,112.3836923,94.25064398,0.004932139
10-06-2023,South,Ethernet,115.3428831,40.12079998,0.043666768
11-06-2023,South,Ethernet,129.1340079,125.0091584,0.079610222
12-06-2023,South,Ethernet,125.2810861,76.55823703,0.035392331
13-06-2023,South,Ethernet,141.651676,79.28670087,0.05912427
14-06-2023,South,Ethernet,136.8737461,113.9162622,0.031513337
15-06-2023,South,Ethernet,125.3340268,109.8961742,0.058969437
16-06-2023,South,Ethernet,120.4507416,90.85478117,0.057100697
17-06-2023,South,Ethernet,113.4422717,67.12875474,0.061553209
18-06-2023,South,Ethernet,119.9943378,131.4892329,0.074432769
19-06-2023,South,Ethernet,125.9415213,99.39889543,0.016836823
20-06-2023,South,Ethernet,132.1050542,79.98068339,0.014011803
21-06-2023,South,Ethernet,150.0301254,81.37721255,0.007528624
22-06-2023,South,Ethernet,144.5082425,121.4659331,0.012147574
23-06-2023,South,Ethernet,128.5142698,95.2761393,0.039936429
24-06-2023,South,Ethernet,103.6014566,104.7430036,0.089750361
25-06-2023,South,Ethernet,119.3097241,88.32061594,0.077852597
26-06-2023,South,Ethernet,127.5208267,117.0743152,0.02687644
27-06-2023,South,Ethernet,127.7406755,95.63708943,0.030367718
28-06-2023,South,Ethernet,148.6642318,135.318554,0.070898072
29-06-2023,South,Ethernet,140.6962018,104.1831591,0.055151968
30-06-2023,South,Ethernet,139.943917,131.6658455,0.00332969
01-07-2023,South,Ethernet,101.2783013,96.77432657,0.091009476
02-07-2023,South,Ethernet,125.0005086,87.38078454,0.059239908
03-07-2023,South,Ethernet,123.4945189,64.77016672,0.024487978
04-07-2023,South,Ethernet,142.1051626,88.82419877,0.074297332
05-07-2023,South,Ethernet,159.8037714,79.51595814,0.088316962
06-07-2023,South,Ethernet,129.0635214,100.754573,0.042747086
07-07-2023,South,Ethernet,107.9389978,109.4656973,0.090825836
08-07-2023,South,Ethernet,91.80893225,96.16383174,0.08780633
09-07-2023,South,Ethernet,105.3185104,99.673728,0.044973707
10-07-2023,South,Ethernet,111.8735896,104.3792026,0.02906521
11-07-2023,South,Ethernet,138.0200977,80.54243059,0.09119083
12-07-2023,South,Ethernet,137.40748,49.44577416,0.080979296
13-07-2023,South,Ethernet,145.9613127,40.82713342,0.001360934
14-07-2023,South,Ethernet,129.6444252,112.497873,0.066804713
15-07-2023,South,Ethernet,117.488903,119.9085652,0.066849359
16-07-2023,South,Ethernet,100.9615124,119.8079912,0.070333247
17-07-2023,South,Ethernet,133.7180136,140.3879596,0.01147406
18-07-2023,South,Ethernet,125.4167631,108.4797111,0.05784562
19-07-2023,South,Ethernet,122.7129969,116.0491217,0.06957112
20-07-2023,South,Ethernet,114.3716655,94.25104061,0.098858457
21-07-2023,South,Ethernet,118.5922655,105.4144873,0.095467355
22-07-2023,South,Ethernet,114.5511359,85.96664373,0.054452915
23-07-2023,South,Ethernet,110.5765957,107.2123879,0.03084251
24-07-2023,South,Ethernet,122.069371,92.65151998,0.029499057
25-07-2023,South,Ethernet,132.2894689,137.8863213,0.004421303
26-07-2023,South,Ethernet,131.4433885,148.5652763,0.076773332
27-07-2023,South,Ethernet,119.4680537,131.1307868,0.053297243
28-07-2023,South,Ethernet,101.4230601,116.2169321,0.026335424
29-07-2023,South,Ethernet,102.889208,90.40877623,0.005986964
30-07-2023,South,Ethernet,92.78331278,63.86408579,0.023145087
31-07-2023,South,Ethernet,113.0624192,126.4519185,0.052995551
01-08-2023,South,Ethernet,147.5697994,70.60911914,0.081170326
02-08-2023,South,Ethernet,129.2006777,90.53987108,0.050931865
03-08-2023,South,Ethernet,123.3292209,97.77689369,0.077550578
04-08-2023,South,Ethernet,108.7022438,96.73357507,0.097690274
05-08-2023,South,Ethernet,99.02783892,114.7462182,0.020105717
06-08-2023,South,Ethernet,95.74409081,101.3944098,0.015840781
07-08-2023,South,Ethernet,109.6270352,102.7815146,0.082620015
08-08-2023,South,Ethernet,136.0368359,88.5539263,0.097895783
09-08-2023,South,Ethernet,127.3750914,103.8915583,0.06110557
10-08-2023,South,Ethernet,128.2339993,109.8699034,0.059389611
11-08-2023,South,Ethernet,106.9293314,117.3427928,0.098712029
12-08-2023,South,Ethernet,94.76152349,100.8018759,0.072695842
13-08-2023,South,Ethernet,84.20433319,82.4918015,0.060509121
14-08-2023,South,Ethernet,99.44531942,107.5089398,0.01846374
15-08-2023,South,Ethernet,115.8842383,97.7149261,0.01745363
16-08-2023,South,Ethernet,129.5238398,90.47669244,0.065154387
17-08-2023,South,Ethernet,125.0637215,135.9328227,0.072247922
18-08-2023,South,Ethernet,112.6855867,95.00574147,0.011219925
19-08-2023,South,Ethernet,88.27127896,73.08776199,0.003591566
20-08-2023,South,Ethernet,95.96973388,94.93630692,0.078623048
21-08-2023,South,Ethernet,104.7693495,99.65221015,0.076367769
22-08-2023,South,Ethernet,117.6014678,82.83710566,0.059036038
23-08-2023,South,Ethernet,112.6378155,83.635416,0.039312013
24-08-2023,South,Ethernet,112.6813981,75.79304689,0.028077461
25-08-2023,South,Ethernet,108.1709466,62.08471512,0.080108197
26-08-2023,South,Ethernet,94.26685727,89.07517551,0.034678927
27-08-2023,South,Ethernet,97.38247108,93.44349229,0.01653048
28-08-2023,South,Ethernet,114.5148017,108.3628068,0.02848747
29-08-2023,South,Ethernet,126.0716679,83.94464317,0.014822393
30-08-2023,South,Ethernet,137.0890781,97.50231877,0.099210606
31-08-2023,South,Ethernet,121.7878503,107.339344,0.082024891
01-09-2023,South,Ethernet,103.3567972,91.35942678,0.098853794
02-09-2023,South,Ethernet,80.45146448,87.13635878,0.050903309
03-09-2023,South,Ethernet,83.84270913,92.66165588,0.080523052
04-09-2023,South,Ethernet,94.16447519,91.63841878,0.032156693
05-09-2023,South,Ethernet,132.1605084,77.77121085,0.032302266
06-09-2023,South,Ethernet,133.438062,131.3248288,0.04829428
07-09-2023,South,Ethernet,121.6939702,109.9331177,0.033051894
08-09-2023,South,Ethernet,94.44539418,69.45748251,0.060233155
09-09-2023,South,Ethernet,84.2941026,133.6186918,0.010597946
10-09-2023,South,Ethernet,100.1391888,118.9048513,0.025744668
11-09-2023,South,Ethernet,107.9469459,115.8525492,0.063374665
12-09-2023,South,Ethernet,130.6935673,97.47963331,0.05577931
13-09-2023,South,Ethernet,131.8064594,93.17004589,0.007519301
14-09-2023,South,Ethernet,118.323531,122.3002926,0.028326096
15-09-2023,South,Ethernet,86.68172461,115.257854,0.097507218
16-09-2023,South,Ethernet,88.23291376,114.3727898,0.09541181
17-09-2023,South,Ethernet,92.14839459,141.2173121,0.022719622
18-09-2023,South,Ethernet,121.4302245,77.14582489,0.053146849
19-09-2023,South,Ethernet,122.7618517,86.55808829,0.062477455
20-09-2023,South,Ethernet,135.8249583,108.4772541,0.090658701
21-09-2023,South,Ethernet,112.6190126,94.65113903,0.089072636
22-09-2023,South,Ethernet,77.71549151,97.59965297,0.085084337
23-09-2023,South,Ethernet,84.60986175,122.2381222,0.097381985
24-09-2023,South,Ethernet,99.58211099,104.0931606,0.002411888
25-09-2023,South,Ethernet,97.02425802,96.51533153,0.033820397
26-09-2023,South,Ethernet,123.0626168,86.20132758,0.002363533
27-09-2023,South,Ethernet,128.1627756,109.7916096,0.032958053
28-09-2023,South,Ethernet,124.6892885,111.8560182,0.051104227
29-09-2023,South,Ethernet,100.9249079,86.2116802,0.024194197
30-09-2023,South,Ethernet,73.33024582,84.14517394,0.011207044
01-10-2023,South,Ethernet,79.80497117,73.81583382,0.016667383
02-10-2023,South,Ethernet,117.5610621,113.1989237,0.099878352
03-10-2023,South,Ethernet,116.1854314,123.184687,0.073544589
04-10-2023,South,Ethernet,126.4034759,87.05684629,0.083051564
05-10-2023,South,Ethernet,121.1387911,82.93840625,0.091184896
06-10-2023,South,Ethernet,115.158832,105.0601592,0.053782679
07-10-2023,South,Ethernet,99.66399261,75.3003922,0.095781111
08-10-2023,South,Ethernet,105.5875739,90.60365626,0.062669578
09-10-2023,South,Ethernet,92.73666616,112.7560447,0.08459959
10-10-2023,South,Ethernet,122.8073204,101.2921511,0.079688123
11-10-2023,South,Ethernet,117.6786696,125.3302606,0.021084815
12-10-2023,South,Ethernet,117.6372647,99.9293948,0.078836321
13-10-2023,South,Ethernet,104.7981724,91.47195717,0.088671855
14-10-2023,South,Ethernet,95.52282815,139.1151593,0.024588287
15-10-2023,South,Ethernet,99.39877728,106.7366623,0.084916901
16-10-2023,South,Ethernet,126.4996086,103.8840773,0.046319292
17-10-2023,South,Ethernet,131.3017434,105.9532312,0.096618509
18-10-2023,South,Ethernet,128.0656423,95.10413013,0.043086924
19-10-2023,South,Ethernet,129.9715008,76.55954235,0.007905784
20-10-2023,South,Ethernet,91.78144447,100.0443744,0.01554811
21-10-2023,South,Ethernet,90.41470197,88.63736427,0.002187732
22-10-2023,South,Ethernet,115.4142279,99.8336846,0.054330947
23-10-2023,South,Ethernet,125.0678203,95.15319127,0.094527193
24-10-2023,South,Ethernet,120.803441,108.159389,0.018149886
25-10-2023,South,Ethernet,155.294263,91.94809768,0.087477649
26-10-2023,South,Ethernet,116.4119198,66.6626437,0.020459609
27-10-2023,South,Ethernet,112.2074818,122.1534324,0.095464698
28-10-2023,South,Ethernet,114.349468,123.4855801,0.004460797
29-10-2023,South,Ethernet,96.48321673,116.7423517,0.003970506
30-10-2023,South,Ethernet,90.23045075,75.90160815,0.070356814
31-10-2023,South,Ethernet,139.2339633,117.9794416,0.018565613
01-11-2023,South,Ethernet,118.1527909,110.1397445,0.06800611
02-11-2023,South,Ethernet,116.6017289,125.3001057,0.08291956
03-11-2023,South,Ethernet,105.7425097,110.9596664,0.07194717
04-11-2023,South,Ethernet,97.76999638,87.78872943,0.067654716
05-11-2023,South,Ethernet,93.47214102,85.35017504,0.011997124
06-11-2023,South,Ethernet,100.4538833,84.78772549,0.015256472
07-11-2023,South,Ethernet,134.4161862,147.0522559,0.094548184
08-11-2023,South,Ethernet,150.1786383,106.464499,0.06733907
09-11-2023,South,Ethernet,144.1132021,98.05094694,0.076056206
10-11-2023,South,Ethernet,117.3817596,109.821315,0.090350855
11-11-2023,South,Ethernet,99.33265725,92.01952748,0.01624746
12-11-2023,South,Ethernet,92.98340738,131.7217274,0.080818862
13-11-2023,South,Ethernet,132.0444478,117.1101036,0.002300581
14-11-2023,South,Ethernet,145.4827917,96.76343232,0.082886473
15-11-2023,South,Ethernet,150.9183317,130.721444,0.078854923
16-11-2023,South,Ethernet,125.7086894,99.6257688,0.09533405
17-11-2023,South,Ethernet,108.5785121,109.0681105,0.006336487
18-11-2023,South,Ethernet,112.78365,110.0890696,0.009453008
19-11-2023,South,Ethernet,117.3276717,94.60161359,0.02919074
20-11-2023,South,Ethernet,133.1119594,115.6623723,0.097024688
21-11-2023,South,Ethernet,160.2529194,99.37901213,0.012010477
22-11-2023,South,Ethernet,133.0060298,69.28946681,0.05766417
23-11-2023,South,Ethernet,136.4869509,103.4804246,0.046642924
24-11-2023,South,Ethernet,269.7402848,88.58302883,0.016875278
25-11-2023,South,Ethernet,114.4235829,75.93417253,0.004955014
26-11-2023,South,Ethernet,130.9500294,120.2671458,0.016442062
27-11-2023,South,Ethernet,136.2939589,80.14870282,0.031807057
28-11-2023,South,Ethernet,139.1593975,112.387643,0.067786142
29-11-2023,South,Ethernet,147.4227179,89.9819913,0.078916925
30-11-2023,South,Ethernet,163.8649661,98.10250768,0.061317993
01-12-2023,South,Ethernet,128.2639998,110.4204062,0.016373795
02-12-2023,South,Ethernet,108.1878479,129.8100212,0.06776638
03-12-2023,South,Ethernet,120.9514807,99.31580202,0.070136971
04-12-2023,South,Ethernet,137.852387,85.13793212,0.091683656
05-12-2023,South,Ethernet,161.4551775,97.98030654,0.025312356
06-12-2023,South,Ethernet,143.3611461,127.6067407,0.068146991
07-12-2023,South,Ethernet,138.6186106,154.3502941,0.098614385
08-12-2023,South,Ethernet,128.0273489,66.6723498,0.0445856
09-12-2023,South,Ethernet,109.7481272,87.21225503,0.07608665
10-12-2023,South,Ethernet,130.8641309,104.4204828,0.011683662
11-12-2023,South,Ethernet,129.900602,67.77128271,0.067169066
12-12-2023,South,Ethernet,144.1495455,54.16772001,0.013107498
13-12-2023,South,Ethernet,151.3181968,96.72661647,0.074225098
14-12-2023,South,Ethernet,165.8391654,89.82675573,0.049911645
15-12-2023,South,Ethernet,141.4499565,126.529565,0.054338241
16-12-2023,South,Ethernet,126.7471496,85.65368504,0.088152641
17-12-2023,South,Ethernet,128.4437923,86.45405789,0.062700574
18-12-2023,South,Ethernet,125.8540472,92.09921602,0.04128841
19-12-2023,South,Ethernet,127.3549302,127.9855836,0.044158987
20-12-2023,South,Ethernet,147.4312719,108.2689117,0.054225995
21-12-2023,South,Ethernet,146.5471214,118.6675811,0.066425701
22-12-2023,South,Ethernet,119.6962253,117.9866163,0.007708828
23-12-2023,South,Ethernet,122.4934682,104.0973457,0.070199913
24-12-2023,South,Ethernet,129.613864,94.20247404,0.045592149
25-12-2023,South,Ethernet,286.213931,70.25938845,0.006563037
26-12-2023,South,Ethernet,166.6974741,99.55018297,0.039816423
27-12-2023,South,Ethernet,167.7277294,87.79981254,0.097932744
28-12-2023,South,Ethernet,141.1208445,98.03549736,0.014145806
29-12-2023,South,Ethernet,116.0608553,128.4865088,0.013037996
30-12-2023,South,Ethernet,136.4983508,69.06556086,0.041372941
31-12-2023,South,Ethernet,143.5282021,92.01316915,0.09193679
01-01-2022,South,Wavelength,25.39719569,53.46915446,0.06567458
02-01-2022,South,Wavelength,39.11050781,95.350883,0.003118398
03-01-2022,South,Wavelength,55.37603366,120.0041628,0.094506809
04-01-2022,South,Wavelength,85.7212041,87.67830568,0.037595536
05-01-2022,South,Wavelength,76.51365265,100.3406251,0.023083059
06-01-2022,South,Wavelength,65.32584641,95.27325384,0.078676662
07-01-2022,South,Wavelength,30.69381135,139.3066388,0.035446713
08-01-2022,South,Wavelength,36.93359383,94.8005251,0.035570667
09-01-2022,South,Wavelength,28.70303196,74.45389552,0.029215172
10-01-2022,South,Wavelength,39.0212315,108.6795329,0.009847542
11-01-2022,South,Wavelength,61.68309082,86.14274254,0.071620664
12-01-2022,South,Wavelength,68.23500321,79.89284124,0.061036215
13-01-2022,South,Wavelength,77.07142151,96.2079364,0.098692443
14-01-2022,South,Wavelength,54.68251006,113.7729002,0.062535924
15-01-2022,South,Wavelength,38.18682707,61.65552448,0.003132015
16-01-2022,South,Wavelength,49.66621655,109.8540527,0.047403255
17-01-2022,South,Wavelength,72.99836022,110.5928238,0.002971017
18-01-2022,South,Wavelength,71.46917366,105.6605632,0.03269256
19-01-2022,South,Wavelength,92.21830007,147.170509,0.053114744
20-01-2022,South,Wavelength,70.83101137,102.0308104,0.095323512
21-01-2022,South,Wavelength,58.38426859,103.7974256,0.00209243
22-01-2022,South,Wavelength,43.93199476,92.41394566,0.096728141
23-01-2022,South,Wavelength,67.17633086,104.5294931,0.090644035
24-01-2022,South,Wavelength,68.22751379,97.70502165,0.06755549
25-01-2022,South,Wavelength,91.68301432,74.56349741,0.009458763
26-01-2022,South,Wavelength,65.82579157,110.6456769,0.09649889
27-01-2022,South,Wavelength,76.17300168,96.9812642,0.056406067
28-01-2022,South,Wavelength,62.82983835,78.40669334,9.97E-05
29-01-2022,South,Wavelength,50.92771796,104.4231412,0.082788457
30-01-2022,South,Wavelength,64.68876068,67.3008389,0.022182932
31-01-2022,South,Wavelength,77.58327724,114.5792201,0.027132311
01-02-2022,South,Wavelength,86.5000428,98.15022211,0.059592551
02-02-2022,South,Wavelength,76.18658373,125.3093321,0.011761452
03-02-2022,South,Wavelength,65.20132695,84.59174199,0.092429189
04-02-2022,South,Wavelength,50.85738238,107.4819143,0.065936145
05-02-2022,South,Wavelength,43.44862836,87.68345706,0.034349391
06-02-2022,South,Wavelength,58.76687242,86.52812676,0.073611239
07-02-2022,South,Wavelength,63.06684242,85.43721938,0.086309629
08-02-2022,South,Wavelength,125.4937532,97.61331355,0.0832586
09-02-2022,South,Wavelength,99.92906696,115.5523531,0.058902119
10-02-2022,South,Wavelength,89.29630076,108.847354,0.080382819
11-02-2022,South,Wavelength,73.34013088,127.4836447,0.016107392
12-02-2022,South,Wavelength,47.19421557,91.85018476,0.062576839
13-02-2022,South,Wavelength,62.55605181,96.08451017,0.035378386
14-02-2022,South,Wavelength,91.12878051,109.8178062,0.030354126
15-02-2022,South,Wavelength,72.60725437,84.0644562,0.014518191
16-02-2022,South,Wavelength,106.7228524,68.87128219,0.003976475
17-02-2022,South,Wavelength,87.29703299,112.1612742,0.001889631
18-02-2022,South,Wavelength,69.95987229,123.2014083,0.087679235
19-02-2022,South,Wavelength,61.41200811,92.03088895,0.068504007
20-02-2022,South,Wavelength,62.00822811,96.53970408,0.06761026
21-02-2022,South,Wavelength,90.11134135,140.8660214,0.060065659
22-02-2022,South,Wavelength,106.7292251,118.4880422,0.038265833
23-02-2022,South,Wavelength,90.49265576,121.8147841,0.035303992
24-02-2022,South,Wavelength,108.6324223,96.86087628,0.02778667
25-02-2022,South,Wavelength,70.87779197,80.6979775,0.03428464
26-02-2022,South,Wavelength,68.09198071,69.6716309,0.070943227
27-02-2022,South,Wavelength,58.63959026,99.90798968,0.0493085
28-02-2022,South,Wavelength,75.75261683,137.0229782,0.075323752
01-03-2022,South,Wavelength,109.15283,141.2606982,0.009308263
02-03-2022,South,Wavelength,106.0020079,62.83291083,0.049821854
03-03-2022,South,Wavelength,96.13133792,125.8458301,0.03868406
04-03-2022,South,Wavelength,67.01865096,78.4367173,0.00180043
05-03-2022,South,Wavelength,70.45069402,106.3532003,0.01654201
06-03-2022,South,Wavelength,75.55635098,71.80675122,0.009123717
07-03-2022,South,Wavelength,86.16857397,86.87353532,0.03562719
08-03-2022,South,Wavelength,110.1372718,97.76473251,0.07182626
09-03-2022,South,Wavelength,102.600103,112.5951761,0.064547754
10-03-2022,South,Wavelength,109.241097,124.308408,0.060287312
11-03-2022,South,Wavelength,61.49474052,105.7767555,0.049660064
12-03-2022,South,Wavelength,67.36964503,115.9134771,0.008614292
13-03-2022,South,Wavelength,71.0058421,107.021087,0.054783135
14-03-2022,South,Wavelength,94.46251002,77.8489104,0.021456186
15-03-2022,South,Wavelength,100.7528622,140.429771,0.084845717
16-03-2022,South,Wavelength,120.0454559,119.8324096,0.02090218
17-03-2022,South,Wavelength,101.1287137,111.2940524,0.082667207
18-03-2022,South,Wavelength,89.8806501,111.9872376,0.056074229
19-03-2022,South,Wavelength,81.38527557,110.4620802,0.038045218
20-03-2022,South,Wavelength,77.71760811,83.76682899,0.026201342
21-03-2022,South,Wavelength,83.05030111,113.1398423,0.05161999
22-03-2022,South,Wavelength,106.4371076,63.36932253,0.058035163
23-03-2022,South,Wavelength,103.4315526,86.22901972,0.014677125
24-03-2022,South,Wavelength,88.65863288,106.7023763,0.098593202
25-03-2022,South,Wavelength,90.50234149,99.97211418,0.017655253
26-03-2022,South,Wavelength,69.6540273,116.5346286,0.070979316
27-03-2022,South,Wavelength,69.11588636,60.40068742,0.097779525
28-03-2022,South,Wavelength,84.8548952,86.3439636,0.097743358
29-03-2022,South,Wavelength,97.77424595,115.9377979,0.075919298
30-03-2022,South,Wavelength,118.1066658,94.3829794,0.093352102
31-03-2022,South,Wavelength,98.84286327,101.0252179,0.076489811
01-04-2022,South,Wavelength,77.94943078,103.486875,0.062858148
02-04-2022,South,Wavelength,75.63506887,85.76704023,0.021364572
03-04-2022,South,Wavelength,80.21416637,60.4257245,0.00806799
04-04-2022,South,Wavelength,92.35902254,111.2577206,0.004107927
05-04-2022,South,Wavelength,126.8625803,87.77146596,0.041974928
06-04-2022,South,Wavelength,104.2231631,91.97762944,0.058935893
07-04-2022,South,Wavelength,107.3045631,95.20798912,0.040948839
08-04-2022,South,Wavelength,88.13283889,120.3389269,0.073647256
09-04-2022,South,Wavelength,64.72956909,83.81740012,0.052031735
10-04-2022,South,Wavelength,76.50407453,77.29333439,0.028294218
11-04-2022,South,Wavelength,103.1220613,100.2671447,0.095103509
12-04-2022,South,Wavelength,90.05840875,120.4051808,0.038931651
13-04-2022,South,Wavelength,121.2343688,104.4533309,0.011724421
14-04-2022,South,Wavelength,114.0000263,122.8196208,0.078941193
15-04-2022,South,Wavelength,66.85900873,68.37854489,0.019815638
16-04-2022,South,Wavelength,82.12833167,92.63071414,0.009814696
17-04-2022,South,Wavelength,89.47256294,96.89032011,0.065055254
18-04-2022,South,Wavelength,87.05511199,53.79888254,0.075047951
19-04-2022,South,Wavelength,123.4270514,121.0853141,0.005244656
20-04-2022,South,Wavelength,131.8924822,132.5393569,0.066075183
21-04-2022,South,Wavelength,116.5306674,65.92306169,0.072067926
22-04-2022,South,Wavelength,90.00868227,74.24131145,0.062573129
23-04-2022,South,Wavelength,72.77173756,120.8073668,0.085727695
24-04-2022,South,Wavelength,79.9101065,144.8025775,0.003655819
25-04-2022,South,Wavelength,92.67547741,103.4061382,0.095440099
26-04-2022,South,Wavelength,111.5179095,89.64075973,0.062839772
27-04-2022,South,Wavelength,108.9814227,121.6919032,0.04887174
28-04-2022,South,Wavelength,108.6099335,108.9115243,0.008640101
29-04-2022,South,Wavelength,92.40256253,104.3341498,0.004635742
30-04-2022,South,Wavelength,78.67200289,90.32048568,0.087519994
01-05-2022,South,Wavelength,74.57231872,118.3038579,0.05441449
02-05-2022,South,Wavelength,90.26377771,89.77665756,0.013979999
03-05-2022,South,Wavelength,114.682269,79.22524497,0.026900528
04-05-2022,South,Wavelength,102.5405272,116.1115011,0.05326208
05-05-2022,South,Wavelength,100.1388517,89.84651237,0.078766783
06-05-2022,South,Wavelength,86.60584358,100.6564111,0.039000291
07-05-2022,South,Wavelength,72.13724694,68.39617989,0.093517801
08-05-2022,South,Wavelength,66.66665666,91.20328088,0.018459907
09-05-2022,South,Wavelength,90.03333311,77.36974171,0.080531175
10-05-2022,South,Wavelength,105.1218379,105.0892734,0.020832996
11-05-2022,South,Wavelength,95.62968694,86.75216643,0.036027685
12-05-2022,South,Wavelength,91.07275925,77.05710621,0.090478087
13-05-2022,South,Wavelength,75.99648803,105.2853553,0.059025497
14-05-2022,South,Wavelength,59.50965776,97.37673697,0.012381572
15-05-2022,South,Wavelength,64.13838895,102.9795425,0.023457498
16-05-2022,South,Wavelength,99.09984507,117.9509673,0.000142373
17-05-2022,South,Wavelength,96.93150286,95.44385112,0.032654861
18-05-2022,South,Wavelength,100.3723267,102.2130388,0.052884659
19-05-2022,South,Wavelength,89.86367901,90.90818478,0.056834746
20-05-2022,South,Wavelength,102.4426858,101.805642,0.094288342
21-05-2022,South,Wavelength,75.27300235,92.15218857,0.086715283
22-05-2022,South,Wavelength,80.74774471,84.04776495,0.08732217
23-05-2022,South,Wavelength,79.45685461,99.74633428,0.075828136
24-05-2022,South,Wavelength,89.8916944,92.95315635,0.051269839
25-05-2022,South,Wavelength,95.66687438,97.91807939,0.066004975
26-05-2022,South,Wavelength,109.1392858,95.49142526,0.061539553
27-05-2022,South,Wavelength,82.27506047,90.11105348,0.051319605
28-05-2022,South,Wavelength,68.74338134,111.8692428,0.073513367
29-05-2022,South,Wavelength,88.1111972,122.4521475,0.096000069
30-05-2022,South,Wavelength,85.14819142,57.6455684,0.044246809
31-05-2022,South,Wavelength,122.0700581,112.6948045,0.031527462
01-06-2022,South,Wavelength,107.6639758,103.5486164,0.098631218
02-06-2022,South,Wavelength,100.0607014,103.8852102,0.079113604
03-06-2022,South,Wavelength,83.03658586,99.60885596,0.09795628
04-06-2022,South,Wavelength,77.81290937,97.9227713,0.040576083
05-06-2022,South,Wavelength,77.614977,74.23815482,0.099559545
06-06-2022,South,Wavelength,84.91416409,63.29123798,0.056297658
07-06-2022,South,Wavelength,115.6777079,79.69407388,0.043195884
08-06-2022,South,Wavelength,105.0455327,71.80436908,0.038329942
09-06-2022,South,Wavelength,83.44416311,135.3721944,0.035163552
10-06-2022,South,Wavelength,77.72963742,112.7371132,0.041931448
11-06-2022,South,Wavelength,55.64331493,97.28240275,0.04946039
12-06-2022,South,Wavelength,85.26939969,114.4575056,0.093591686
13-06-2022,South,Wavelength,69.50224239,81.63034108,0.062401518
14-06-2022,South,Wavelength,104.2942423,104.0524805,0.062449004
15-06-2022,South,Wavelength,115.0223802,66.1953956,0.050302619
16-06-2022,South,Wavelength,73.64814837,84.9684576,0.007320382
17-06-2022,South,Wavelength,80.5697433,70.79282192,0.030313215
18-06-2022,South,Wavelength,58.67966207,102.8773825,0.091432761
19-06-2022,South,Wavelength,69.78010877,53.24616293,0.028524369
20-06-2022,South,Wavelength,68.12738772,116.0569167,0.019969461
21-06-2022,South,Wavelength,105.1801985,65.91980645,0.001204908
22-06-2022,South,Wavelength,115.4483494,117.2180442,0.05845926
23-06-2022,South,Wavelength,86.14444454,134.9570784,0.005726611
24-06-2022,South,Wavelength,66.20979959,72.29347036,0.0810721
25-06-2022,South,Wavelength,59.06577098,75.04410251,0.054969467
26-06-2022,South,Wavelength,79.07769072,89.22001791,0.039455879
27-06-2022,South,Wavelength,62.51571719,115.5609272,0.079843268
